Gender,Sexual orientation,Sexual orientation code,Response,Tag,left_wing_tolerance,right_wing_tolerance
Women,Bisexual,3,Pagan,Unusual,0.0,0.0
Women,Queer/Questioning/Other,4,Pagan,Unusual,88.9,0.0
Women,Queer/Questioning/Other,4,Pagan,Unusual,11.1,0.0
Women,Queer/Questioning/Other,4,Pagan,Unusual,33.3,22.2
Women,Queer/Questioning/Other,4,Pagan,Unusual,66.7,22.2
Women,Queer/Questioning/Other,4,Pagan,Unusual,66.7,66.7
Women,Queer/Questioning/Other,4,Pagan,Unusual,0.0,0.0
Women,Queer/Questioning/Other,4,Pagan,Unusual,77.8,11.1
Women,Queer/Questioning/Other,4,Pagan,Unusual,66.7,0.0
Women,Bisexual,3,Pagen,Unusual,44.4,33.3
Women,Straight (Heterosexual),1,Pantheist,Unusual,66.7,66.7
Women,Queer/Questioning/Other,4,Pantheist,Unusual,66.7,22.2
Women,Straight (Heterosexual),1,Pentecostal,Normal,0.0,55.6
Women,Straight (Heterosexual),1,Pentecostal,Normal,22.2,77.8
Women,Straight (Heterosexual),1,Polish National Catholic,Normal,44.4,0.0
Women,Gay/Lesbian,2,Polytheist,Unusual,77.8,0.0
Women,Straight (Heterosexual),1,Prefer not to answer,Other,33.3,33.3
Women,Missing,99,Prefer not to respond,Other,66.7,66.7
Women,Straight (Heterosexual),1,Prefer not to say,Other,0.0,11.1
Women,Straight (Heterosexual),1,Prefer not to say,Other,11.1,55.6
Women,Missing,99,Prefer not to say,Other,44.4,33.3
Women,Missing,99,Prefer not to say,Other,100.0,100.0
Women,Missing,99,Prefer not to say,Other,44.4,11.1
Women,Straight (Heterosexual),1,Prefer not to share,Other,33.3,33.3
Women,Straight (Heterosexual),1,Presbyterian,Normal,33.3,33.3
Women,Straight (Heterosexual),1,Presbyterian,Normal,33.3,33.3
Women,Straight (Heterosexual),1,Presbyterian,Normal,55.6,22.2
Women,Straight (Heterosexual),1,Presbyterian,Normal,100.0,100.0
Women,Straight (Heterosexual),1,Presbyterian,Normal,11.1,11.1
Women,Straight (Heterosexual),1,Presbyterian,Normal,33.3,33.3
Women,Straight (Heterosexual),1,Presbyterian,Normal,44.4,33.3
Women,Straight (Heterosexual),1,Presbyterian,Normal,22.2,44.4
Women,Bisexual,3,Presbyterian,Normal,66.7,66.7
Women,Bisexual,3,Presbyterian,Normal,66.7,44.4
Women,Straight (Heterosexual),1,Quaker,Normal,22.2,0.0
Women,Straight (Heterosexual),1,Quaker,Normal,77.8,0.0
Women,Straight (Heterosexual),1,Quaker,Normal,88.9,66.7
Women,Straight (Heterosexual),1,Quaker,Normal,22.2,11.1
Women,Straight (Heterosexual),1,Quaker,Normal,33.3,33.3
Women,Bisexual,3,Quaker,Normal,66.7,44.4
Women,Bisexual,3,Quaker,Normal,55.6,33.3
Women,Bisexual,3,Quaker,Normal,55.6,44.4
Women,Bisexual,3,Quaker,Normal,55.6,55.6
Women,Bisexual,3,"Raised Catholic, but love Islam. Overall, I believe in God.",Long explanation,55.6,22.2
Women,Straight (Heterosexual),1,Raised Christian,Short explanation,33.3,11.1
Women,Straight (Heterosexual),1,Raised Jewish practice Christianity,Short explanation,100.0,100.0
Women,Straight (Heterosexual),1,Rastafarian,Normal,33.3,44.4
Women,Straight (Heterosexual),1,Reincarnation,Unusual,44.4,44.4
Women,Straight (Heterosexual),1,SDA,Normal,33.3,44.4
Women,Straight (Heterosexual),1,Sabbatarian Christian,Normal,66.7,77.8
Women,Bisexual,3,Santeria,Normal,66.7,0.0
Women,Queer/Questioning/Other,4,Satanist/Atheist,Joke,33.3,33.3
Women,Queer/Questioning/Other,4,"Scholar of different religions, started Christian",Long explanation,33.3,33.3
Women,Straight (Heterosexual),1,Scientology,Normal,66.7,66.7
Women,Straight (Heterosexual),1,Seventh Day Adventist,Normal,55.6,33.3
Women,Straight (Heterosexual),1,Seventh Day Adventist,Normal,22.2,11.1
Women,Straight (Heterosexual),1,Seventh Day Adventist,Normal,55.6,22.2
Women,Straight (Heterosexual),1,Seventh day Adventist,Normal,0.0,0.0
Women,Straight (Heterosexual),1,Seventh day Adventist,Normal,0.0,0.0
Women,Straight (Heterosexual),1,Seventh day Adventist,Normal,55.6,66.7
Women,Straight (Heterosexual),1,Seventh day Adventist,Normal,11.1,0.0
Women,Straight (Heterosexual),1,Seventh day Adventist,Normal,33.3,44.4
Women,Straight (Heterosexual),1,Seventh day Adventist,Normal,33.3,33.3
Women,Straight (Heterosexual),1,Seventh day adventist,Normal,66.7,66.7
Women,Straight (Heterosexual),1,Seventh-Day Adventist,Normal,55.6,11.1
Women,Straight (Heterosexual),1,Seventh-Day Adventist,Normal,55.6,33.3
Women,Straight (Heterosexual),1,Seventh-day,Normal,55.6,22.2
Women,Straight (Heterosexual),1,Shaman,Unusual,0.0,0.0
Women,Straight (Heterosexual),1,Shamanism,Unusual,22.2,22.2
Women,Straight (Heterosexual),1,Shamanism,Unusual,33.3,0.0
Women,Straight (Heterosexual),1,Shamanism,Unusual,22.2,11.1
Women,Straight (Heterosexual),1,Shamanist,Unusual,55.6,11.1
Women,Straight (Heterosexual),1,Shinto,Normal,22.2,33.3
Women,Queer/Questioning/Other,4,Shintoist,Normal,22.2,0.0
Women,Straight (Heterosexual),1,Sikh,Normal,66.7,55.6
Women,Straight (Heterosexual),1,Sikh,Normal,33.3,22.2
Women,Straight (Heterosexual),1,Sikh,Normal,55.6,22.2
Women,Straight (Heterosexual),1,Sikh,Normal,0.0,0.0
Women,Straight (Heterosexual),1,Sikh,Normal,66.7,66.7
Women,Straight (Heterosexual),1,Sikh,Normal,0.0,0.0
Women,Straight (Heterosexual),1,Sikh,Normal,22.2,44.4
Women,Straight (Heterosexual),1,Sikh,Normal,33.3,0.0
Women,Straight (Heterosexual),1,Sikh,Normal,22.2,0.0
Women,Straight (Heterosexual),1,Sikh,Normal,22.2,0.0
Women,Straight (Heterosexual),1,Sikh,Normal,44.4,33.3
Women,Straight (Heterosexual),1,Sikh,Normal,22.2,77.8
Women,Straight (Heterosexual),1,Sikh,Normal,33.3,22.2
Women,Straight (Heterosexual),1,Sikh,Normal,22.2,22.2
Women,Straight (Heterosexual),1,Sikh,Normal,11.1,0.0
Women,Straight (Heterosexual),1,Sikh,Normal,44.4,33.3
Women,Straight (Heterosexual),1,Sikh,Normal,22.2,11.1
Women,Straight (Heterosexual),1,Sikh,Normal,11.1,0.0
Women,Straight (Heterosexual),1,Sikh,Normal,66.7,66.7
Women,Straight (Heterosexual),1,Sikh,Normal,44.4,0.0
Women,Straight (Heterosexual),1,Sikh,Normal,11.1,0.0
Women,Straight (Heterosexual),1,Sikh,Normal,66.7,11.1
Women,Straight (Heterosexual),1,Sikh,Normal,33.3,11.1
Women,Straight (Heterosexual),1,Sikh,Normal,44.4,11.1
Women,Straight (Heterosexual),1,Sikh,Normal,33.3,33.3
Women,Straight (Heterosexual),1,Sikh,Normal,22.2,33.3
Women,Straight (Heterosexual),1,Sikh,Normal,22.2,44.4
Women,Straight (Heterosexual),1,Sikh,Normal,33.3,33.3
Women,Straight (Heterosexual),1,Sikh,Normal,33.3,22.2
Women,Straight (Heterosexual),1,Sikh,Normal,11.1,0.0
Women,Straight (Heterosexual),1,Sikh,Normal,33.3,55.6
Women,Straight (Heterosexual),1,Sikh,Normal,22.2,77.8
Women,Straight (Heterosexual),1,Sikh,Normal,55.6,66.7
Women,Straight (Heterosexual),1,Sikh,Normal,88.9,11.1
Women,Straight (Heterosexual),1,Sikh,Normal,55.6,0.0
Women,Straight (Heterosexual),1,Sikh,Normal,44.4,11.1
Women,Straight (Heterosexual),1,Sikh,Normal,66.7,33.3
Women,Straight (Heterosexual),1,Sikh,Normal,66.7,66.7
Women,Straight (Heterosexual),1,Sikh,Normal,22.2,0.0
Women,Straight (Heterosexual),1,Sikh,Normal,55.6,22.2
Women,Straight (Heterosexual),1,Sikh,Normal,22.2,11.1
Women,Straight (Heterosexual),1,Sikh,Normal,22.2,0.0
Women,Straight (Heterosexual),1,Sikh,Normal,33.3,33.3
Women,Straight (Heterosexual),1,Sikh,Normal,22.2,11.1
Women,Straight (Heterosexual),1,Sikh,Normal,33.3,22.2
Women,Straight (Heterosexual),1,Sikh,Normal,22.2,0.0
Women,Straight (Heterosexual),1,Sikh,Normal,66.7,33.3
Women,Straight (Heterosexual),1,Sikh,Normal,66.7,66.7
Women,Gay/Lesbian,2,Sikh,Normal,77.8,0.0
Women,Gay/Lesbian,2,Sikh,Normal,55.6,0.0
Women,Bisexual,3,Sikh,Normal,44.4,0.0
Women,Bisexual,3,Sikh,Normal,66.7,55.6
Women,Queer/Questioning/Other,4,Sikh,Normal,33.3,44.4
Women,Queer/Questioning/Other,4,Sikh,Normal,44.4,22.2
Women,Missing,99,Sikh,Normal,66.7,11.1
Women,Straight (Heterosexual),1,Sikh and Hindu,Short explanation,55.6,0.0
Women,Straight (Heterosexual),1,Sikhism,Normal,11.1,0.0
Women,Straight (Heterosexual),1,Sikhism,Normal,33.3,44.4
Women,Straight (Heterosexual),1,Sikhism,Normal,33.3,33.3
Women,Straight (Heterosexual),1,Sikhism,Normal,33.3,0.0
Women,Straight (Heterosexual),1,Southern Baptist,Normal,44.4,11.1
Women,Straight (Heterosexual),1,Spiritual,Normal,44.4,22.2
Women,Straight (Heterosexual),1,Spiritual,Normal,55.6,0.0
Women,Straight (Heterosexual),1,Spiritual,Normal,33.3,33.3
Women,Straight (Heterosexual),1,Spiritual,Normal,55.6,0.0
Women,Straight (Heterosexual),1,Spiritual,Normal,0.0,0.0
Women,Straight (Heterosexual),1,Spiritual,Normal,66.7,22.2
Women,Straight (Heterosexual),1,Spiritual,Normal,66.7,11.1
Women,Straight (Heterosexual),1,Spiritual,Normal,44.4,33.3
Women,Straight (Heterosexual),1,Spiritual,Normal,77.8,22.2
Women,Straight (Heterosexual),1,Spiritual,Normal,33.3,33.3
Women,Straight (Heterosexual),1,Spiritual,Normal,33.3,11.1
Women,Straight (Heterosexual),1,Spiritual,Normal,33.3,33.3
Women,Straight (Heterosexual),1,Spiritual,Normal,55.6,22.2
Women,Straight (Heterosexual),1,Spiritual,Normal,66.7,55.6
Women,Straight (Heterosexual),1,Spiritual,Normal,0.0,0.0
Women,Straight (Heterosexual),1,Spiritual,Normal,66.7,11.1
Women,Straight (Heterosexual),1,Spiritual,Normal,22.2,22.2
Women,Straight (Heterosexual),1,Spiritual,Normal,55.6,55.6
Women,Straight (Heterosexual),1,Spiritual,Normal,55.6,0.0
Women,Gay/Lesbian,2,Spiritual,Normal,33.3,0.0
Women,Gay/Lesbian,2,Spiritual,Normal,55.6,66.7
Women,Gay/Lesbian,2,Spiritual,Normal,33.3,0.0
Women,Gay/Lesbian,2,Spiritual,Normal,77.8,77.8
Women,Gay/Lesbian,2,Spiritual,Normal,66.7,66.7
Women,Bisexual,3,Spiritual,Normal,66.7,55.6
Women,Bisexual,3,Spiritual,Normal,33.3,0.0
Women,Bisexual,3,Spiritual,Normal,22.2,55.6
Women,Bisexual,3,Spiritual,Normal,66.7,11.1
Women,Bisexual,3,Spiritual,Normal,33.3,11.1
Women,Bisexual,3,Spiritual,Normal,0.0,0.0
Women,Bisexual,3,Spiritual,Normal,44.4,0.0
Women,Bisexual,3,Spiritual,Normal,66.7,0.0
Women,Bisexual,3,Spiritual,Normal,66.7,0.0
Women,Bisexual,3,Spiritual,Normal,66.7,44.4
Women,Bisexual,3,Spiritual,Normal,55.6,0.0
Women,Bisexual,3,Spiritual,Normal,77.8,44.4
Women,Bisexual,3,Spiritual,Normal,66.7,11.1
Women,Bisexual,3,Spiritual,Normal,100.0,77.8
Women,Queer/Questioning/Other,4,Spiritual,Normal,55.6,44.4
Women,Queer/Questioning/Other,4,Spiritual,Normal,33.3,0.0
Women,Queer/Questioning/Other,4,Spiritual,Normal,66.7,0.0
Women,Queer/Questioning/Other,4,Spiritual,Normal,44.4,33.3
Women,Queer/Questioning/Other,4,Spiritual,Normal,77.8,22.2
Women,Queer/Questioning/Other,4,Spiritual,Normal,55.6,11.1
Women,Queer/Questioning/Other,4,Spiritual,Normal,33.3,0.0
Women,Bisexual,3,Spiritual and Nonaffiliated,Short explanation,33.3,0.0
Women,Straight (Heterosexual),1,Spiritual beliefs,Normal,100.0,100.0
Women,Queer/Questioning/Other,4,Spiritual but not religious,Short explanation,55.6,0.0
Women,Straight (Heterosexual),1,Spiritual idk,Normal,66.7,33.3
Women,Bisexual,3,Spiritual not religious,Short explanation,0.0,0.0
Women,Queer/Questioning/Other,4,Spiritual x pseudo christian,Short explanation,11.1,0.0
Women,Gay/Lesbian,2,Spiritual/Christian,Short explanation,22.2,0.0
Women,Queer/Questioning/Other,4,Spiritual/Metaphysical,Short explanation,66.7,22.2
Women,Straight (Heterosexual),1,Spiritualist,Normal,66.7,33.3
Women,Queer/Questioning/Other,4,Spiritualist,Normal,66.7,0.0
Women,Queer/Questioning/Other,4,Spiritualist,Normal,66.7,0.0
Women,Straight (Heterosexual),1,Spirituality,Normal,33.3,0.0
Women,Queer/Questioning/Other,4,Spritual with an emphasis on indigenous Yoruba religious practices,Long explanation,100.0,0.0
Women,Straight (Heterosexual),1,Taoism,Normal,33.3,44.4
Women,Straight (Heterosexual),1,The universe,Unusual,33.3,11.1
Women,Missing,99,Tribal,Unusual,55.6,33.3
Women,Bisexual,3,UCC,Normal,0.0,0.0
Women,Gay/Lesbian,2,UU,Normal,33.3,22.2
Women,Straight (Heterosexual),1,Unitarian,Normal,44.4,66.7
Women,Straight (Heterosexual),1,Unitarian,Normal,44.4,0.0
Women,Straight (Heterosexual),1,Unitarian,Normal,55.6,22.2
Women,Queer/Questioning/Other,4,Unitarian,Normal,55.6,0.0
Women,Queer/Questioning/Other,4,Unitarian Universalisr,Normal,88.9,66.7
Women,Gay/Lesbian,2,Unitarian Universalist,Normal,44.4,0.0
Women,Bisexual,3,Unitarian Universalist,Normal,33.3,33.3
Women,Bisexual,3,Unitarian Universalist,Normal,55.6,33.3
Women,Queer/Questioning/Other,4,Unitarian Universalist,Normal,55.6,44.4
Women,Missing,99,Unitarian Universalist,Normal,44.4,22.2
Women,Gay/Lesbian,2,Unitarian Universalist. (And atheist),Short explanation,66.7,0.0
Women,Straight (Heterosexual),1,Unsure,Other,66.7,66.7
Women,Straight (Heterosexual),1,Unsure,Other,33.3,33.3
Women,Straight (Heterosexual),1,Unsure,Other,44.4,33.3
Women,Straight (Heterosexual),1,Unsure,Other,22.2,11.1
Women,Straight (Heterosexual),1,Unsure,Other,22.2,0.0
Women,Queer/Questioning/Other,4,Unsure,Other,66.7,22.2
Women,Straight (Heterosexual),1,Uu,Normal,66.7,77.8
Women,Straight (Heterosexual),1,Wicca,Unusual,88.9,77.8
Women,Straight (Heterosexual),1,Wiccan,Unusual,33.3,66.7
Women,Gay/Lesbian,2,Wiccan,Unusual,44.4,0.0
Women,Bisexual,3,Wiccan,Unusual,55.6,33.3
Women,Queer/Questioning/Other,4,Wiccan,Unusual,44.4,33.3
Women,Missing,99,Witch,Joke,66.7,66.7
Women,Bisexual,3,Witchcraft,Joke,55.6,22.2
Women,Bisexual,3,Working to get baptized. Inspiring Christian,Long explanation,66.7,44.4
Women,Straight (Heterosexual),1,Wouldn’t consider myself LDS but I participate in that church,Long explanation,100.0,100.0
Women,Straight (Heterosexual),1,Yoruban,Unusual,11.1,22.2
Women,Straight (Heterosexual),1,Zoro,Normal,33.3,33.3
Women,Straight (Heterosexual),1,Zoroaster,Normal,0.0,66.7
Women,Straight (Heterosexual),1,Zoroastrian,Normal,66.7,55.6
Women,Bisexual,3,Zoroastrian,Normal,44.4,0.0
Women,Queer/Questioning/Other,4,Zoroastrian,Normal,22.2,0.0
Women,Straight (Heterosexual),1,Zoroastrianism,Normal,55.6,0.0
Women,Queer/Questioning/Other,4,Zoroastrianism,Normal,77.8,66.7
Women,Queer/Questioning/Other,4,a belief in god,Short explanation,66.7,11.1
Women,Queer/Questioning/Other,4,apostolic,Normal,11.1,0.0
Women,Bisexual,3,"atheist father, Christian Mother",Short explanation,11.1,0.0
Women,Straight (Heterosexual),1,baptist,Normal,44.4,11.1
Women,Straight (Heterosexual),1,believe in god,Short explanation,55.6,22.2
Women,Straight (Heterosexual),1,believe in god,Short explanation,33.3,44.4
Women,Straight (Heterosexual),1,"believe in god, but not religion",Short explanation,44.4,0.0
Women,Straight (Heterosexual),1,"believe in god, not religiously affiliated",Short explanation,55.6,33.3
Women,Straight (Heterosexual),1,catholic,Normal,0.0,33.3
Women,Straight (Heterosexual),1,catholic,Normal,33.3,33.3
Women,Bisexual,3,catholic,Normal,44.4,0.0
Women,Bisexual,3,catholic,Normal,55.6,33.3
Women,Straight (Heterosexual),1,christian,Normal,55.6,44.4
Women,Straight (Heterosexual),1,christian,Normal,100.0,100.0
Women,Straight (Heterosexual),1,christian,Normal,33.3,33.3
Women,Straight (Heterosexual),1,christian,Normal,22.2,55.6
Women,Straight (Heterosexual),1,christian: nondenomination,Normal,22.2,33.3
Women,Straight (Heterosexual),1,christianity,Normal,44.4,11.1
Women,Straight (Heterosexual),1,deist,Unusual,55.6,11.1
Women,Straight (Heterosexual),1,episcopal,Normal,22.2,55.6
Women,Straight (Heterosexual),1,episcopal,Normal,33.3,33.3
Women,Straight (Heterosexual),1,episcopal,Normal,66.7,55.6
Women,Gay/Lesbian,2,episcopalian,Normal,66.7,11.1
Women,Bisexual,3,everything,Joke,66.7,0.0
Women,Straight (Heterosexual),1,follower of God,Normal,66.7,88.9
Women,Straight (Heterosexual),1,greek orthodox,Normal,33.3,0.0
Women,Missing,99,hellenistic pagan,Unusual,33.3,0.0
Women,Straight (Heterosexual),1,hindu and jain,Short explanation,22.2,55.6
Women,Queer/Questioning/Other,4,hindu-buddhist,Normal,66.7,0.0
Women,Bisexual,3,i believe in god,Short explanation,44.4,44.4
Women,Gay/Lesbian,2,i don’t care,Joke,77.8,11.1
Women,Straight (Heterosexual),1,idk,Other,100.0,100.0
Women,Straight (Heterosexual),1,it’s complicated,Other,0.0,66.7
Women,Bisexual,3,jewish agnostic,Normal,55.6,55.6
Women,Straight (Heterosexual),1,jewish and catholic,Short explanation,0.0,0.0
Women,Bisexual,3,jewish and christian,Short explanation,11.1,0.0
Women,Straight (Heterosexual),1,lutheran,Normal,33.3,44.4
Women,Straight (Heterosexual),1,lutheran,Normal,55.6,0.0
Women,Straight (Heterosexual),1,lutheran,Normal,33.3,11.1
Women,Straight (Heterosexual),1,lutheran,Normal,0.0,55.6
Women,Straight (Heterosexual),1,lutheran,Normal,66.7,66.7
Women,Bisexual,3,lutheran,Normal,44.4,55.6
Women,Queer/Questioning/Other,4,lutheran,Normal,22.2,11.1
Women,Gay/Lesbian,2,mar thoma syrian christian,Normal,66.7,0.0
Women,Bisexual,3,maronite,Normal,66.7,0.0
Women,Gay/Lesbian,2,maronite catholic,Normal,55.6,0.0
Women,Straight (Heterosexual),1,methodist christian- but also agnostic,Short explanation,44.4,0.0
Women,Queer/Questioning/Other,4,mix of catholicism and spiritual,Short explanation,33.3,33.3
Women,Straight (Heterosexual),1,multiple,Other,55.6,33.3
Women,Straight (Heterosexual),1,n/a,Other,11.1,0.0
Women,Straight (Heterosexual),1,non traditonal follower of Christ,Normal,100.0,100.0
Women,Straight (Heterosexual),1,non-denominational,Normal,33.3,44.4
Women,Straight (Heterosexual),1,non-denominational,Normal,55.6,11.1
Women,Straight (Heterosexual),1,non-denominational,Normal,0.0,22.2
Women,Straight (Heterosexual),1,nondenominational,Normal,22.2,33.3
Women,Straight (Heterosexual),1,nondenominational christian,Normal,0.0,22.2
Women,Straight (Heterosexual),1,none,Other,66.7,44.4
Women,Straight (Heterosexual),1,none,Other,22.2,0.0
Women,Straight (Heterosexual),1,not sure,Other,44.4,0.0
Women,Bisexual,3,not sure,Other,22.2,0.0
Women,Straight (Heterosexual),1,other,Other,11.1,11.1
Women,Bisexual,3,pagan,Unusual,33.3,0.0
Women,Missing,99,pantheist christian,Normal,44.4,11.1
Women,Straight (Heterosexual),1,prefer not to say,Other,44.4,44.4
Women,Straight (Heterosexual),1,prefer not to say,Other,22.2,0.0
Women,Missing,99,prefer not to say,Other,66.7,33.3
Women,Missing,99,prefer not to say,Other,66.7,44.4
Women,Missing,99,prefer not to say,Other,22.2,11.1
Women,Missing,99,prefer not to say,Other,77.8,11.1
Women,Straight (Heterosexual),1,presbyterian,Normal,22.2,33.3
Women,Straight (Heterosexual),1,presbyterian,Normal,66.7,66.7
Women,Bisexual,3,raised Catholic but unsure,Short explanation,77.8,11.1
Women,Queer/Questioning/Other,4,"raised episcopal, currently SBNR",Short explanation,66.7,66.7
Women,Straight (Heterosexual),1,raised methodist- not practicing anymore,Long explanation,66.7,0.0
Women,Bisexual,3,satanist,Joke,0.0,0.0
Women,Straight (Heterosexual),1,seventh adventist,Normal,100.0,100.0
Women,Straight (Heterosexual),1,sikh,Normal,22.2,0.0
Women,Straight (Heterosexual),1,sikh,Normal,11.1,22.2
Women,Straight (Heterosexual),1,sikh,Normal,33.3,33.3
Women,Straight (Heterosexual),1,sikh,Normal,0.0,0.0
Women,Straight (Heterosexual),1,sikh,Normal,0.0,0.0
Women,Straight (Heterosexual),1,sikh,Normal,55.6,44.4
Women,Straight (Heterosexual),1,sikh,Normal,33.3,22.2
Women,Bisexual,3,sikh,Normal,33.3,11.1
Women,Bisexual,3,sikh,Normal,33.3,55.6
Women,Bisexual,3,sikh,Normal,44.4,22.2
Women,Straight (Heterosexual),1,sikhism,Normal,33.3,11.1
Women,Straight (Heterosexual),1,sikhism,Normal,66.7,0.0
Women,Straight (Heterosexual),1,sikhism,Normal,0.0,22.2
Women,Straight (Heterosexual),1,spiritual,Normal,44.4,22.2
Women,Straight (Heterosexual),1,spiritual,Normal,44.4,22.2
Women,Gay/Lesbian,2,spiritual,Normal,77.8,33.3
Women,Gay/Lesbian,2,spiritual,Normal,11.1,22.2
Women,Bisexual,3,spiritual,Normal,11.1,11.1
Women,Bisexual,3,spiritual,Normal,11.1,11.1
Women,Bisexual,3,spiritual,Normal,22.2,44.4
Women,Bisexual,3,spiritual,Normal,66.7,11.1
Women,Queer/Questioning/Other,4,spiritual,Normal,33.3,0.0
Women,Queer/Questioning/Other,4,spiritual,Normal,22.2,11.1
Women,Straight (Heterosexual),1,spiritual & catholic,Short explanation,66.7,44.4
Women,Straight (Heterosexual),1,spiritual but not religious,Short explanation,100.0,100.0
Women,Bisexual,3,taoism,Normal,55.6,55.6
Women,Queer/Questioning/Other,4,that’s not what agnostic means,Other,77.8,0.0
Women,Straight (Heterosexual),1,unitarian universalist,Normal,44.4,0.0
Women,Bisexual,3,unitarian universalist,Normal,55.6,0.0
