surveyyear,surveymonth,survey,caseid,weight,birthyr,gender,race,hispanic,educ,marstat,employ,faminc_new,child18,pid3,pid7,presvote20post,turnout24post,presvote24post,inputstate,urbancity2,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,tracker,firstamend,secure,losejob,scmonth,mostoffensive,comspeech,tchcollege,keeplib,fired,colpol,shoutdown_gp,violence_gp,confbiden,conftrump,encterrifying,encintimidating,encthreatening,encharassing,encannoying,encdisturbing,encindecent,gtrustterrifying,gtrustintimidating,gtrustthreatening,gtrustharassing,gtrustannoying,gtrustdisturbing,gtrustindecent,stdntipcprotests,colipcprotests,censorhamas,ballotrght,criticizerght,speekfreelyrght,profanityrght,parodyrght,ballotimpt,criticizeimpt,speekfreelyimpt,profanityimpt,pardoyimpt,wordsviolence,confharris,offendtrans,offendabortion,offendblm,offendillegalimmig,offendchurch,offendpolice,offend911,offendchildren,ballotselfie,confsupcrt,confnewsom,rescindfunds_antisem,rescindfunds_propalestine,rescindfunds_dei,deportstdnt_propalestine,deportforeign_propalestine,deportforeign_tattoo,ps_preventbook,ps_preventsexidbook,ps_preventgenderidbook,ps_preventraceidbook,consequences,wordsviolence_matrix,silenceviolence,polviol_prog,polviol_cons,polviol_allgrps,punchnazi,biblethumpers,maga_prof,indoctrinate,jawbone_socmedia,jawbone_video,jawbone_tech,jawbone_prvtbroadcast,jawbone_banks,govtreg_ai,daily_ai,expressreg_ai,socmedia_ai,govtcrit_ai,parody_ai,account_ai
2026,January,9,2631088498,0.780606318,1962,1,1,2,4,1,5,10,2,1,1,1,1,1,29,98,1,3,1,2,5,2,3,6,2,5,1,5,3,98,98,98,98,98,98,98,98,98,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,5,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,5,3,3,2,4,1,4
2026,January,9,2630839810,0.706473079,1962,1,1,2,6,1,1,10,2,3,3,1,1,1,27,98,1,3,1,1,4,2,2,3,1,5,3,5,3,98,98,98,98,98,98,98,98,98,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,4,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,4,3,2,5,2,3
2026,January,9,2630931818,0.681100594,1981,2,1,2,4,3,1,5,1,2,6,6,2,9,48,98,2,3,3,1,1,1,1,1,1,1,2,4,5,98,98,98,98,98,98,98,98,98,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,2,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,5,4,3,3,3,4
2026,January,9,2631055586,1.68544783,2003,1,2,2,5,5,8,4,2,2,6,6,2,9,29,98,2,4,3,1,1,1,1,1,2,2,2,4,2,98,98,98,98,98,98,98,98,98,4,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,5,3,2,5,3,3
2026,January,9,2629653220,0.915662252,1965,2,1,2,3,1,2,4,2,2,7,2,1,2,17,98,1,5,2,1,2,1,1,1,1,5,4,5,1,98,98,98,98,98,98,98,98,98,4,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,5,4,5,5,5,5
2026,January,9,2631096104,0.810860717,1968,1,1,2,3,1,1,12,2,3,4,1,1,1,4,98,1,3,1,11,6,2,3,6,2,5,1,3,3,98,98,98,98,98,98,98,98,98,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,2,4,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,4,4,4,4,4,4
2026,January,9,2631048126,0.659967518,1964,1,2,2,4,3,5,6,2,1,1,1,1,1,48,98,1,1,4,1,2,1,1,4,2,3,1,5,1,98,98,98,98,98,98,98,98,98,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,5,1,1,1,5,1,1
2026,January,9,2629938512,0.834403294,1985,1,1,2,4,5,2,5,2,1,2,1,1,1,20,98,1,3,1,1,2,1,1,2,1,1,3,3,2,98,98,98,98,98,98,98,98,98,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,4,4,4,2,3,2
2026,January,9,2631095224,0.730828358,1987,1,2,2,6,1,1,9,1,1,2,1,1,1,36,98,1,3,1,1,4,2,4,7,2,5,1,1,5,98,98,98,98,98,98,98,98,98,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,4,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,5,5,5,5,5,5,5
2026,January,9,2630427152,0.353068148,1985,1,2,2,6,2,1,7,2,1,1,1,1,1,15,98,1,1,1,10,6,2,4,7,2,5,1,3,3,98,98,98,98,98,98,98,98,98,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,4,4,3,5,3,5
2026,January,9,2631082674,0.493417932,1967,1,3,1,3,5,1,6,2,1,1,1,1,1,48,98,1,2,1,2,4,2,2,3,2,5,3,3,3,98,98,98,98,98,98,98,98,98,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,5,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,4,3,3,3,3,3
2026,January,9,2630913622,0.602465548,1965,1,1,2,3,1,1,8,2,3,4,6,1,1,53,98,1,3,1,11,6,2,4,7,2,1,3,4,2,98,98,98,98,98,98,98,98,98,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,4,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,5,2,3,1,2,3,4
2026,January,9,2631093048,0.584237539,1981,2,1,2,2,6,4,3,1,5,4,6,2,9,39,98,2,3,4,9,6,2,4,7,1,5,4,5,1,98,98,98,98,98,98,98,98,98,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,2,2,1,1,3,3
2026,January,9,2631096192,0.766418253,1969,1,3,1,3,5,5,11,2,3,3,1,1,1,6,98,1,3,2,2,2,2,3,3,1,2,4,4,2,98,98,98,98,98,98,98,98,98,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,4,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,3,2,2,2,2,2
2026,January,9,2631230046,3.495889244,1957,1,7,2,1,5,6,2,2,2,6,6,2,9,48,98,2,4,4,11,6,2,2,3,2,5,4,4,2,98,98,98,98,98,98,98,98,98,4,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,2,3,3,4,3,2
2026,January,9,2631255256,0.979096296,1991,2,2,2,2,5,1,1,2,5,4,6,2,9,6,98,2,6,4,12,2,1,1,1,1,5,4,5,2,98,98,98,98,98,98,98,98,98,4,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,4,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,1,1,1,1,1,1
2026,January,9,2631270972,0.786746147,1958,1,1,2,5,1,5,5,2,2,7,2,1,2,21,98,1,4,1,2,5,2,3,6,1,1,2,5,3,98,98,98,98,98,98,98,98,98,5,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,5,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,5,4,4,4,3,4,3
2026,January,9,2631271148,2.179271481,1954,2,5,2,1,1,5,4,2,3,4,6,2,9,41,98,2,3,2,2,6,2,2,7,2,1,1,3,4,98,98,98,98,98,98,98,98,98,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,2,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,5,4,4,3,3,2,2
2026,January,9,2631271204,0.579333746,1942,1,1,2,5,4,5,97,2,2,7,2,1,2,6,98,1,5,1,1,1,1,1,1,2,5,1,5,4,98,98,98,98,98,98,98,98,98,4,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,5,4,3,3,4,4
2026,January,9,2631276064,0.579333746,1947,1,1,2,5,1,5,8,2,2,7,2,1,2,21,98,1,4,1,1,5,2,2,6,2,4,3,5,1,98,98,98,98,98,98,98,98,98,5,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,5,4,5,5,5,4
2026,January,9,2630721024,0.695403145,1952,1,1,2,5,1,5,8,2,3,5,2,1,2,6,98,1,4,1,1,4,1,2,5,1,5,5,5,1,98,98,98,98,98,98,98,98,98,5,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,5,2,3,1,3,1,3
2026,January,9,2631271620,0.579333746,1935,1,1,2,5,4,5,9,2,2,7,2,1,2,42,98,1,4,1,1,2,2,1,1,1,1,3,5,3,98,98,98,98,98,98,98,98,98,4,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,4,3,2,3,5,3
2026,January,9,2631270824,1.340308089,1957,2,8,2,3,4,5,9,2,1,2,6,1,9,6,98,1,2,2,2,6,2,3,3,2,5,2,5,2,98,98,98,98,98,98,98,98,98,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,2,3,3,4,2,3
2026,January,9,2631271552,1.01069518,1954,1,7,2,3,1,5,11,2,3,5,2,1,2,36,98,1,3,1,2,5,2,4,7,1,1,5,5,1,98,98,98,98,98,98,98,98,98,5,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,5,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,1,1,1,1,1,1
2026,January,9,2631273852,0.579333746,1940,1,1,2,5,1,5,14,2,2,6,2,1,2,37,98,1,4,1,1,5,2,2,1,2,5,3,5,3,98,98,98,98,98,98,98,98,98,4,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,5,3,4,4,4,2,3
2026,January,9,2631271732,0.520708866,1950,1,1,1,3,5,2,3,2,2,7,2,1,2,36,98,1,5,1,2,4,2,1,1,2,5,3,5,1,98,98,98,98,98,98,98,98,98,4,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,3,4,3,5,4,4
2026,January,9,2631288788,1.162913037,1986,1,2,2,2,5,8,13,2,5,4,6,2,9,6,98,1,2,4,1,7,2,1,8,1,3,3,4,3,98,98,98,98,98,98,98,98,98,4,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,4,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,5,5,5,5,5,5
2026,January,9,2631272104,0.695403145,1950,1,1,2,5,1,5,4,2,2,7,2,1,2,21,98,1,4,1,1,5,1,2,2,1,5,3,5,5,98,98,98,98,98,98,98,98,98,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,4,2,2,3,1,2
2026,January,9,2629496642,2.179271481,1960,2,6,2,2,3,5,3,2,5,4,6,2,9,47,98,2,6,2,5,5,2,2,3,1,3,2,5,4,98,98,98,98,98,98,98,98,98,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,2,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,2,3,2,3,3,3
2026,January,9,2631277614,0.786746147,1960,1,1,2,5,1,5,11,2,2,6,2,1,2,29,98,1,5,1,11,6,1,2,1,2,5,3,2,1,98,98,98,98,98,98,98,98,98,4,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,5,4,4,4,4,4,4
2026,January,9,2631287818,0.695403145,1954,1,1,2,5,1,1,11,2,2,7,2,1,2,42,98,1,4,1,2,2,2,1,1,2,5,2,5,2,98,98,98,98,98,98,98,98,98,5,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,5,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,5,5,5,5,5,1,1
2026,January,9,2630822478,3.204065011,1950,2,1,1,1,1,5,3,2,1,1,6,2,9,12,98,1,5,1,11,6,2,1,2,1,1,3,1,5,98,98,98,98,98,98,98,98,98,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,5,5,5,5,5,5,5
2026,January,9,2631271038,0.579333746,1938,1,1,2,5,1,5,7,2,2,7,2,1,2,20,98,1,5,1,1,2,1,1,1,1,5,3,5,1,98,98,98,98,98,98,98,98,98,5,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,1,2,1,3,1,4
2026,January,9,2631272132,0.893139859,2000,2,1,2,2,5,4,11,2,3,4,6,2,9,36,98,1,3,4,11,5,1,3,5,1,5,4,4,2,98,98,98,98,98,98,98,98,98,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,3,2,1,4,3,4
2026,January,9,2631277636,1.383724879,1987,2,1,2,4,1,1,5,2,3,4,2,1,2,23,98,1,3,3,11,6,2,3,7,1,3,2,5,4,98,98,98,98,98,98,98,98,98,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,2,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,3,3,2,3,1,3
2026,January,9,2630673484,0.461611878,1949,1,1,2,5,1,5,5,2,3,4,6,2,9,13,98,2,3,1,12,6,2,4,7,2,1,2,5,5,98,98,98,98,98,98,98,98,98,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,5,4,4,1,4,4,4
2026,January,9,2631271346,0.695403145,1956,1,1,2,5,3,1,12,2,2,7,2,1,2,31,98,1,5,1,1,1,1,1,1,2,5,1,4,3,98,98,98,98,98,98,98,98,98,5,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,5,5,5,1,5,1,1
2026,January,9,2631332414,0.571171158,2002,2,2,2,2,5,7,1,1,3,4,6,2,9,22,98,2,3,2,11,6,2,3,7,1,3,3,4,4,98,98,98,98,98,98,98,98,98,4,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,2,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,5,4,5,5,4,5
2026,January,9,2631376962,0.965996182,1988,2,1,1,2,1,7,4,1,1,2,6,2,9,6,98,1,6,3,11,5,2,3,3,2,4,2,4,2,98,98,98,98,98,98,98,98,98,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,2,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,3,3,3,2,2,3
2026,January,9,2631380902,1.810667267,1970,1,1,2,2,5,4,6,2,3,5,6,2,9,17,98,1,3,3,11,6,2,4,7,1,5,3,5,2,98,98,98,98,98,98,98,98,98,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,2,2,3,2,3,1,2
2026,January,9,2631059566,1.15990399,1988,2,3,1,2,5,2,4,1,1,2,6,2,9,48,98,2,2,3,2,7,2,4,8,2,2,1,3,2,98,98,98,98,98,98,98,98,98,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,2,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,2,1,2,2,2,1,2
2026,January,9,2631393852,0.584237539,1989,2,1,2,2,5,4,1,1,1,2,6,2,9,39,98,1,4,4,11,4,1,2,1,2,2,2,1,5,98,98,98,98,98,98,98,98,98,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,2,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,4,2,3,2,2,4
2026,January,9,2631380104,0.466601266,1990,2,8,2,2,5,1,16,2,3,4,6,2,9,6,98,1,4,1,1,5,2,1,3,1,5,4,5,1,98,98,98,98,98,98,98,98,98,5,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,5,5,5,5,5,5
2026,January,9,2631409616,0.92955421,1981,1,7,2,2,5,9,1,2,5,4,6,2,9,48,98,2,6,4,10,6,2,3,6,1,3,2,5,1,98,98,98,98,98,98,98,98,98,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,2,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,3,2,3,3,2,3
2026,January,9,2630857056,0.833734607,1975,2,2,2,1,1,6,97,2,5,3,6,2,9,24,98,1,6,7,1,5,2,1,1,1,3,4,5,3,98,98,98,98,98,98,98,98,98,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,4,4,3,3,4,3
2026,January,9,2631440876,1.334904806,1972,2,1,1,2,5,6,2,2,1,2,6,2,9,53,98,1,4,2,12,6,2,3,5,2,3,2,3,3,98,98,98,98,98,98,98,98,98,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,4,4,4,4,4,4
2026,January,9,2630418190,0.522639387,1978,1,3,1,2,5,5,2,2,3,3,1,1,1,41,98,1,1,1,3,2,2,1,1,2,5,1,5,1,98,98,98,98,98,98,98,98,98,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,5,5,1,1,1,1,1
2026,January,9,2631443640,0.728057108,1961,2,3,1,2,3,5,4,2,1,1,1,1,1,12,98,1,3,2,2,2,2,2,1,2,5,3,4,3,98,98,98,98,98,98,98,98,98,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,4,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,2,3,2,3,2,2
2026,January,9,2630720868,1.501922901,2000,1,2,2,2,5,8,1,2,3,3,6,2,9,36,98,2,3,2,2,4,1,1,5,1,3,3,3,5,98,98,98,98,98,98,98,98,98,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,4,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,4,4,3,3,4,3
2026,January,9,2630814668,0.710012912,1974,2,6,1,3,3,1,6,1,1,2,6,1,1,42,98,1,3,3,10,5,2,1,1,2,4,2,5,3,98,98,98,98,98,98,98,98,98,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,2,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,4,3,3,3,3,2
2026,January,9,2631445648,0.710012912,1968,2,3,1,3,1,2,9,1,1,1,1,1,1,36,98,1,3,1,2,6,2,3,7,2,5,2,5,1,98,98,98,98,98,98,98,98,98,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,4,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,1,1,1,1,1,1
2026,January,9,2631093186,0.620758449,1967,1,3,1,2,4,7,3,2,3,3,6,1,1,35,98,1,3,2,2,5,2,2,3,2,5,1,1,4,98,98,98,98,98,98,98,98,98,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,5,5,5,1,5,2,5
2026,January,9,2631445906,2.917083943,1977,2,5,2,2,3,7,3,2,1,1,6,1,1,2,98,1,2,1,11,5,1,1,1,2,1,1,4,4,98,98,98,98,98,98,98,98,98,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,5,5,5,5,5,5,5
2026,January,9,2629139972,0.534991331,1965,1,1,2,3,5,6,2,2,3,4,6,2,9,17,98,1,3,3,11,6,2,3,6,1,2,4,4,3,98,98,98,98,98,98,98,98,98,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,5,4,4,1,4,3,3
